Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO_AQI,NO2_AQI,NOx_AQI,C6H6_AQI,Overall_AQI
3/6/2004,00.00.00,2.152749544,996,218.8118162,7.3,868,69,957,51,1741,857,20.8,64.8,1.568,24,48,34,129,129
3/6/2004,01.00.00,2.152749544,999,218.8118162,6.9,853,63,951,49,1756,885,20.3,70.9,1.6699,24,46,32,125,125
3/6/2004,02.00.00,2.152749544,893,218.8118162,4.6,741,31,1056,36,1664,743,18.9,79,1.704,24,34,16,102,102
3/6/2004,03.00.00,2.152749544,730,218.8118162,1.3,530,246.8967349,1517,113.0912508,1362,445,18.1,64.6,1.3276,24,103,106,56,106
3/6/2004,04.00.00,2.152749544,753,218.8118162,1.7,562,17,1420,24,1414,454,18.6,64.5,1.3655,24,23,8,62,62
3/6/2004,05.00.00,2.152749544,825,218.8118162,3.2,663,61,1203,58,1504,610,17.6,67.4,1.346,24,55,30,83,83
3/6/2004,06.00.00,2.152749544,1012,218.8118162,10.1,982,184,882,73,1796,1024,17.6,67.6,1.3479,24,71,92,,92
3/6/2004,07.00.00,2.152749544,1221,218.8118162,19.9,1293,248,688,74,2144,1316,19,61.7,1.3393,24,72,106,,106
3/6/2004,08.00.00,2.152749544,1215,218.8118162,20.2,1303,220,694,97,2180,1358,20,57.4,1.3268,24,97,103,,103
3/6/2004,09.00.00,2.152749544,1234,218.8118162,20.8,1318,243,714,108,2108,2202,22.6,45.9,1.2418,24,102,105,,105
3/6/2004,10.00.00,2.152749544,1138,218.8118162,15.1,1152,164,798,93,1877,1947,27.3,34.3,1.2284,24,93,82,,93
3/6/2004,11.00.00,2.152749544,987,218.8118162,10.9,1009,246.8967349,914,113.0912508,1697,1227,27.4,31,1.1184,24,103,106,,106
3/6/2004,12.00.00,2.152749544,980,218.8118162,11.1,1019,246.8967349,921,113.0912508,1720,950,26.2,33.6,1.1244,24,103,106,,106
3/6/2004,13.00.00,2.152749544,966,218.8118162,12.1,1054,246.8967349,885,113.0912508,1742,917,26.8,32.4,1.1263,24,103,106,,106
3/6/2004,14.00.00,2.152749544,905,218.8118162,8.6,923,246.8967349,1025,113.0912508,1582,707,28.7,27.7,1.071,24,103,106,142,142
3/6/2004,15.00.00,2.152749544,903,218.8118162,9.7,968,246.8967349,992,113.0912508,1565,740,28.7,25,0.9684,24,103,106,,106
3/6/2004,16.00.00,2.152749544,914,218.8118162,11,1014,246.8967349,988,113.0912508,1597,775,29.1,22.3,0.8811,24,103,106,,106
3/6/2004,17.00.00,2.152749544,1050,218.8118162,16.6,1199,246.8967349,849,113.0912508,1781,1035,29,24.5,0.9655,24,103,106,,106
3/6/2004,18.00.00,2.152749544,1043,218.8118162,14.7,1139,246.8967349,876,113.0912508,1756,1001,27.2,28.3,1.0016,24,103,106,,106
3/6/2004,19.00.00,2.152749544,1125,218.8118162,19.5,1283,246.8967349,792,113.0912508,1899,1101,25.3,30,0.952,24,103,106,,106
3/6/2004,20.00.00,2.152749544,1058,218.8118162,14.5,1134,246.8967349,855,113.0912508,1797,1034,24.1,34.8,1.0333,24,103,106,,106
3/6/2004,21.00.00,2.152749544,951,218.8118162,7.8,892,246.8967349,1015,113.0912508,1611,786,23,43.1,1.1993,24,103,106,134,134
3/6/2004,22.00.00,2.152749544,944,218.8118162,7.8,891,246.8967349,1016,113.0912508,1593,844,22.1,43.9,1.1521,24,103,106,134,134
3/6/2004,23.00.00,2.152749544,959,218.8118162,7.8,892,246.8967349,996,113.0912508,1616,866,21,48.1,1.178,24,103,106,134,134
4/6/2004,00.00.00,2.152749544,974,218.8118162,8.5,919,246.8967349,976,113.0912508,1638,909,20.6,49.2,1.1754,24,103,106,141,141
4/6/2004,01.00.00,2.152749544,880,218.8118162,5.7,799,246.8967349,1097,113.0912508,1533,724,21.2,47.6,1.1799,24,103,106,113,113
4/6/2004,02.00.00,2.152749544,853,218.8118162,4.5,740,246.8967349,1146,113.0912508,1526,715,21,50.1,1.2338,24,103,106,101,106
4/6/2004,03.00.00,2.152749544,912,218.8118162,5.6,795,246.8967349,1042,113.0912508,1564,827,20.1,53.1,1.2342,24,103,106,112,112
4/6/2004,04.00.00,2.152749544,863,218.8118162,4.6,745,246.8967349,1098,113.0912508,1496,786,19,54,1.1745,24,103,106,102,106
4/6/2004,05.00.00,2.152749544,729,218.8118162,1.2,520,246.8967349,1570,113.0912508,1318,445,19.2,51.1,1.124,24,103,106,55,106
4/6/2004,06.00.00,2.152749544,830,218.8118162,3.4,674,246.8967349,1246,113.0912508,1459,607,19.2,53.1,1.1662,24,103,106,86,106
4/6/2004,07.00.00,2.152749544,1198,218.8118162,17,1209,246.8967349,779,113.0912508,2058,1213,20.6,49,1.1748,24,103,106,,106
4/6/2004,08.00.00,2.152749544,971,218.8118162,10,977,246.8967349,921,113.0912508,1667,910,21.8,41.9,1.077,24,103,106,,106
4/6/2004,09.00.00,2.152749544,885,218.8118162,6,812,246.8967349,1100,113.0912508,1495,675,22.8,37.6,1.0315,24,103,106,116,116
4/6/2004,10.00.00,2.152749544,862,218.8118162,5.7,798,246.8967349,1148,113.0912508,1456,582,24.8,31.3,0.9646,24,103,106,113,113
4/6/2004,11.00.00,2.152749544,892,218.8118162,6.9,853,246.8967349,1080,113.0912508,1509,666,26,29.4,0.976,24,103,106,125,125
4/6/2004,12.00.00,2.152749544,933,218.8118162,9.5,960,246.8967349,994,113.0912508,1577,726,27,27.8,0.9731,24,103,106,,106
4/6/2004,13.00.00,2.152749544,975,218.8118162,11.1,1017,246.8967349,930,113.0912508,1668,801,27,29.3,1.0277,24,103,106,,106
4/6/2004,14.00.00,2.152749544,927,218.8118162,8.1,905,246.8967349,1016,113.0912508,1554,711,27,29.6,1.0419,24,103,106,137,137
4/6/2004,15.00.00,2.152749544,993,218.8118162,10.2,985,246.8967349,950,113.0912508,1680,790,25.8,32.6,1.072,24,103,106,,106
4/6/2004,16.00.00,2.7,1053,218.8118162,13.3,1093,246.8967349,873,113.0912508,1749,924,26.2,32.6,1.0892,31,103,106,,106
4/6/2004,17.00.00,3.6,1116,218.8118162,16.6,1198,246.8967349,811,113.0912508,1863,1045,28.3,27.5,1.0418,41,103,106,,106
4/6/2004,18.00.00,3.3,1097,218.8118162,16.9,1206,246.8967349,813,113.0912508,1867,1088,26.5,29.7,1.0123,38,103,106,,106
4/6/2004,19.00.00,3.6,1116,218.8118162,17.5,1226,246.8967349,792,113.0912508,1938,1038,25.7,31.8,1.0317,41,103,106,,106
4/6/2004,20.00.00,2.9,1057,218.8118162,13.1,1087,246.8967349,871,113.0912508,1769,981,24.4,35.2,1.0632,33,103,106,,106
4/6/2004,21.00.00,1.9,973,218.8118162,9.2,949,246.8967349,987,113.0912508,1615,820,23.5,36.9,1.0518,22,103,106,148,148
4/6/2004,22.00.00,2,1016,218.8118162,10,977,246.8967349,951,113.0912508,1652,948,22.4,41,1.1006,23,103,106,,106
4/6/2004,23.00.00,2.9,1120,218.8118162,13.1,1088,246.8967349,849,113.0912508,1785,1067,21.7,44.7,1.1451,33,103,106,,106
5/6/2004,00.00.00,2.7,1076,218.8118162,12.9,1080,246.8967349,846,113.0912508,1787,1070,21.1,48.1,1.1864,31,103,106,,106
5/6/2004,01.00.00,1.5,937,218.8118162,7.8,890,246.8967349,970,113.0912508,1625,877,20.7,50,1.203,17,103,106,134,134
5/6/2004,02.00.00,1.6,980,218.8118162,9.2,948,246.8967349,888,113.0912508,1702,1028,19.8,53.1,1.2093,18,103,106,148,148
5/6/2004,03.00.00,1.3,937,218.8118162,6.9,853,246.8967349,962,113.0912508,1604,969,19.8,53.6,1.2214,15,103,106,125,125
5/6/2004,04.00.00,0.7,852,218.8118162,4.5,739,37,1095,63,1525,837,19.6,54.8,1.236,8,61,18,101,101
5/6/2004,05.00.00,0.7,858,218.8118162,4.9,757,57,1066,71,1542,904,19.3,57.3,1.265,8,69,28,105,105
5/6/2004,06.00.00,1.2,963,218.8118162,7.9,894,131,942,91,1702,1065,19.7,58.4,1.3254,14,90,66,135,135
5/6/2004,07.00.00,1.5,966,218.8118162,7.4,874,171,969,95,1682,999,19.8,59.4,1.3554,17,95,86,130,130
5/6/2004,08.00.00,1.5,983,218.8118162,8,901,187,954,96,1691,986,20.9,54.8,1.3387,17,96,94,136,136
5/6/2004,09.00.00,1.6,990,218.8118162,7.6,881,133,985,81,1685,874,22.4,47.9,1.2817,18,80,67,132,132
5/6/2004,10.00.00,1.1,891,218.8118162,5.3,780,87,1110,68,1543,689,24.1,41.3,1.2202,12,66,44,109,109
5/6/2004,11.00.00,1.1,883,218.8118162,5.3,778,61,1130,57,1545,608,25.9,36.9,1.2133,12,54,30,109,109
5/6/2004,12.00.00,1.4,914,218.8118162,8,900,86,1010,68,1596,706,30.7,26,1.1287,16,66,43,136,136
5/6/2004,13.00.00,1.4,896,218.8118162,8.4,917,83,1017,72,1577,704,30.3,25.2,1.0652,16,70,42,140,140
5/6/2004,14.00.00,1,841,218.8118162,6,811,61,1135,62,1463,609,30.1,25.4,1.0641,11,60,30,116,116
5/6/2004,15.00.00,1.3,926,218.8118162,7.3,868,80,1048,75,1599,687,27.6,35.1,1.2764,15,73,40,129,129
5/6/2004,16.00.00,1.9,1133,218.8118162,10.2,984,110,838,92,1897,976,26.6,47.6,1.6315,22,91,55,,91
5/6/2004,17.00.00,1.7,1042,218.8118162,9,939,108,917,89,1744,860,30.4,31.3,1.3331,19,88,54,146,146
5/6/2004,18.00.00,2.3,1124,218.8118162,14,1118,134,793,105,1915,1021,27.8,35,1.282,26,102,67,,102
5/6/2004,19.00.00,2.4,1157,218.8118162,16.1,1183,133,738,111,1970,1079,26.6,37.9,1.2994,27,103,67,,103
5/6/2004,20.00.00,1.8,989,218.8118162,8.2,906,118,954,102,1681,826,23.4,44.4,1.2646,20,101,59,138,138
5/6/2004,21.00.00,0.6,841,218.8118162,3.8,699,17,1123,30,1508,558,23,51.1,1.4175,7,28,8,91,91
5/6/2004,22.00.00,0.8,916,218.8118162,5.6,791,26,1007,43,1588,679,22.1,53.5,1.4087,9,41,13,112,112
5/6/2004,23.00.00,1.7,1008,218.8118162,8,900,55,907,67,1681,850,21.6,53.6,1.3674,19,65,28,136,136
6/6/2004,00.00.00,1.1,895,218.8118162,5.6,792,39,975,58,1574,733,21.9,52.7,1.365,12,55,20,112,112
6/6/2004,01.00.00,0.6,810,218.8118162,3.8,702,15,1093,24,1529,612,21.3,54.9,1.3707,7,23,8,91,91
6/6/2004,02.00.00,1.1,968,218.8118162,6.6,840,47,891,58,1727,788,17.5,79.1,1.5709,12,55,24,122,122
6/6/2004,03.00.00,1.1,922,218.8118162,7,859,246.8967349,871,113.0912508,1739,728,17.6,78.6,1.5722,12,103,106,126,126
6/6/2004,04.00.00,1,892,218.8118162,5.2,773,49,926,62,1660,724,17.1,81.8,1.5816,11,60,24,108,108
6/6/2004,05.00.00,0.5,806,218.8118162,2.4,615,21,1172,34,1525,543,16.6,80.2,1.5002,6,32,10,72,72
6/6/2004,06.00.00,0.7,827,218.8118162,3.1,659,33,1115,46,1552,616,16.8,77.4,1.4739,8,43,16,82,82
6/6/2004,07.00.00,1,881,218.8118162,5.2,776,63,1037,62,1623,677,18.3,66.5,1.381,11,60,32,108,108
6/6/2004,08.00.00,1.2,877,218.8118162,5.9,808,73,1011,70,1614,723,20.4,55.8,1.3196,14,68,36,115,115
6/6/2004,09.00.00,0.7,784,218.8118162,2.8,638,51,1314,54,1412,529,21.6,45.3,1.1533,8,51,26,77,77
6/6/2004,10.00.00,0.9,806,218.8118162,3.4,675,61,1270,61,1414,528,23.1,39.4,1.0983,10,58,30,86,86
6/6/2004,11.00.00,0.8,775,218.8118162,3,653,52,1349,53,1365,491,25.4,31.6,1.0058,9,50,26,80,80
6/6/2004,12.00.00,0.8,773,218.8118162,3.4,676,49,1331,49,1374,489,26.6,29,0.9928,9,46,24,86,86
6/6/2004,13.00.00,0.5,734,218.8118162,2.3,603,40,1471,48,1303,450,25.9,28.8,0.9475,6,45,20,70,70
6/6/2004,14.00.00,0.5,757,218.8118162,2.7,635,36,1445,45,1345,451,27,28,0.981,6,42,18,76,76
6/6/2004,15.00.00,0.7,817,218.8118162,3.6,688,51,1299,60,1435,512,23.6,38.1,1.0917,8,57,26,89,89
6/6/2004,16.00.00,0.9,815,218.8118162,4.2,720,56,1225,59,1418,525,25.9,32,1.0529,10,56,28,97,97
6/6/2004,17.00.00,1,844,218.8118162,4.9,757,71,1186,67,1445,556,26.3,31.5,1.0643,11,65,36,105,105
6/6/2004,18.00.00,1.2,880,218.8118162,5.9,807,79,1123,72,1510,599,23.9,36.8,1.0774,14,70,40,115,115
6/6/2004,19.00.00,1.3,906,218.8118162,6.6,838,117,1084,88,1547,694,23.7,36.8,1.0609,15,87,59,122,122
6/6/2004,20.00.00,1.6,904,218.8118162,7.6,882,127,1048,94,1549,744,22.5,37.8,1.0157,18,94,64,132,132
6/6/2004,21.00.00,1.4,877,218.8118162,7,858,118,1080,89,1535,724,21.8,39.2,1.0115,16,88,59,126,126
6/6/2004,22.00.00,1.7,918,218.8118162,7.5,879,130,1030,96,1569,804,20.9,42.6,1.04,19,96,65,131,131
6/6/2004,23.00.00,1.7,930,218.8118162,8.4,914,131,991,98,1631,862,20,45.6,1.0555,19,98,66,140,140
7/6/2004,00.00.00,1.4,870,218.8118162,7,858,102,1061,95,1557,811,19.3,47.9,1.059,16,95,51,126,126
7/6/2004,01.00.00,0.8,793,218.8118162,3.9,703,48,1222,64,1439,627,18.7,49,1.0462,9,62,24,93,93
7/6/2004,02.00.00,0.4,760,218.8118162,2.6,626,22,1263,38,1386,575,17.8,54.1,1.0938,5,36,11,74,74
7/6/2004,03.00.00,0.3,733,218.8118162,2,588,246.8967349,1281,113.0912508,1394,589,18.6,52.7,1.1206,3,103,106,66,106
7/6/2004,04.00.00,2.152749544,726,218.8118162,2.1,591,22,1263,34,1386,579,17.2,57.9,1.127,24,32,11,67,67
7/6/2004,05.00.00,0.5,732,218.8118162,2.4,613,44,1273,40,1413,605,18.2,54.1,1.1155,6,38,22,72,72
7/6/2004,06.00.00,1.5,933,218.8118162,9.6,962,167,867,76,1705,974,17.3,57.6,1.1289,17,74,84,,84
7/6/2004,07.00.00,2.6,1061,218.8118162,15.4,1162,220,777,90,1898,1132,19.9,49.4,1.1354,30,89,103,,103
7/6/2004,08.00.00,4.3,1201,218.8118162,25,1428,285,664,118,2249,1378,21.7,44.2,1.1321,49,104,109,,109
7/6/2004,09.00.00,3.1,1065,218.8118162,15.1,1151,272,801,118,1894,1160,23.5,40,1.1386,35,104,108,,108
7/6/2004,10.00.00,2.9,1075,218.8118162,17.4,1222,238,774,122,1943,1213,28.4,29.7,1.1345,33,105,105,,105
7/6/2004,11.00.00,2.5,998,218.8118162,14.1,1119,207,832,120,1780,1057,31.6,24.1,1.0994,28,105,102,,105
7/6/2004,12.00.00,1.9,922,218.8118162,11.8,1042,152,887,132,1744,832,31.3,24.1,1.0816,22,107,76,,107
7/6/2004,13.00.00,2.5,1023,218.8118162,14.9,1147,185,829,115,1842,983,34.4,20.4,1.0857,28,104,93,,104
7/6/2004,14.00.00,2.5,1039,218.8118162,16,1180,184,833,127,1815,1047,33.7,21.3,1.0988,28,106,92,,106
7/6/2004,15.00.00,2.8,1054,218.8118162,16.5,1195,205,815,126,1848,1078,35.9,18.9,1.0999,32,106,101,,106
7/6/2004,16.00.00,2.3,1022,218.8118162,15.2,1155,172,871,113,1840,979,34.3,19.4,1.0279,26,103,86,,103
7/6/2004,17.00.00,3.3,1082,218.8118162,18.9,1266,227,788,124,1910,1139,33.5,19.9,1.0112,38,105,104,,105
7/6/2004,18.00.00,2.8,1056,218.8118162,19,1268,187,786,108,1896,1111,30.5,24.2,1.0386,32,102,94,,102
7/6/2004,19.00.00,4.8,1243,218.8118162,28.9,1524,290,647,142,2281,1470,30.3,26.2,1.1161,54,109,110,,110
7/6/2004,20.00.00,2.5,1029,218.8118162,13.4,1097,155,825,125,1827,980,27,36.7,1.2898,28,106,78,,106
7/6/2004,21.00.00,2,1004,218.8118162,10.9,1011,108,867,116,1754,893,24.6,41.9,1.2752,23,104,54,,104
7/6/2004,22.00.00,1.8,979,218.8118162,8.9,937,94,919,101,1683,858,23.3,44.5,1.2566,20,101,47,145,145
7/6/2004,23.00.00,1.7,972,218.8118162,8.5,919,103,934,101,1668,904,22.4,46.9,1.2544,19,101,52,141,141
8/6/2004,00.00.00,1.3,942,218.8118162,6.7,846,78,980,92,1615,905,21.7,50.8,1.3019,15,91,39,123,123
8/6/2004,01.00.00,0.7,825,218.8118162,4.2,720,38,1129,55,1511,678,21,51.9,1.2794,8,52,19,97,97
8/6/2004,02.00.00,0.5,780,218.8118162,2.5,621,26,1277,42,1452,586,20.5,54.3,1.2926,6,40,13,73,73
8/6/2004,03.00.00,0.4,746,218.8118162,1.7,565,246.8967349,1369,113.0912508,1423,608,20.9,52.5,1.2852,5,103,106,62,106
8/6/2004,04.00.00,0.3,734,218.8118162,1.4,538,19,1449,30,1400,514,21,53.1,1.3031,3,28,10,57,57
8/6/2004,05.00.00,0.5,785,218.8118162,2.8,640,35,1265,40,1467,588,19.6,57.1,1.2851,6,38,18,77,77
8/6/2004,06.00.00,1.4,946,218.8118162,8.8,931,126,917,69,1745,884,18.2,62.3,1.2903,16,67,63,144,144
8/6/2004,07.00.00,3.3,1201,218.8118162,19.4,1279,309,683,100,2144,1338,19.5,57.7,1.2966,38,100,112,,112
8/6/2004,08.00.00,5.8,1377,218.8118162,36.1,1688,376,525,125,2746,1708,21.6,51.7,1.313,64,106,118,,118
8/6/2004,09.00.00,5,1346,218.8118162,27.1,1481,441,602,174,2367,1681,23.9,44.4,1.3029,56,115,125,,125
8/6/2004,10.00.00,3.5,1230,218.8118162,19,1268,309,698,171,2049,1509,28.1,35.2,1.312,40,114,112,,114
8/6/2004,11.00.00,2.9,1160,218.8118162,16.9,1208,220,728,149,1925,1330,31.4,28.6,1.298,33,110,103,,110
8/6/2004,12.00.00,2.5,1146,218.8118162,15.7,1171,168,761,124,1902,1138,33.7,25.5,1.3095,28,105,84,,105
8/6/2004,13.00.00,2.3,1078,218.8118162,14.1,1121,149,818,119,1806,963,35.9,20.8,1.2103,26,104,75,,104
8/6/2004,14.00.00,2.4,1111,218.8118162,16.5,1194,160,794,130,1875,1015,37.5,18.1,1.1529,27,106,80,,106
8/6/2004,15.00.00,2.6,1083,218.8118162,14.8,1141,177,825,143,1793,1008,37.7,17.7,1.1383,30,109,89,,109
8/6/2004,16.00.00,2.2,1056,218.8118162,13,1083,246.8967349,865,113.0912508,1723,898,37.8,17.4,1.1219,25,103,106,,106
8/6/2004,17.00.00,3.5,1220,218.8118162,21.4,1334,176,695,183,2066,1215,36.6,20.6,1.2445,40,117,88,,117
8/6/2004,18.00.00,3.9,1268,218.8118162,23.6,1393,202,650,161,2144,1334,32.5,26,1.2502,44,112,101,,112
8/6/2004,19.00.00,4.5,1256,218.8118162,25,1430,255,660,170,2151,1380,30.8,27.2,1.1832,51,114,106,,114
8/6/2004,20.00.00,3.8,1213,218.8118162,21.6,1341,210,683,143,2090,1601,28.8,30.2,1.1761,43,109,102,,109
8/6/2004,21.00.00,2.8,1145,218.8118162,15.7,1170,157,751,123,1894,1376,26.7,35.4,1.2233,32,105,79,,105
8/6/2004,22.00.00,1.7,1050,218.8118162,10.9,1011,96,836,89,1739,1161,25.3,40.7,1.291,19,88,48,,88
8/6/2004,23.00.00,1.2,972,218.8118162,8.1,902,59,933,67,1647,878,24.9,41.2,1.2809,14,65,30,137,137
9/6/2004,00.00.00,1.6,1020,218.8118162,10.2,984,81,853,81,1753,1031,23.7,45.1,1.3033,18,80,40,,80
9/6/2004,01.00.00,1,934,218.8118162,7.5,878,40,940,54,1644,847,22.5,49,1.3151,11,51,20,131,131
9/6/2004,02.00.00,0.9,914,218.8118162,5.8,801,42,965,57,1609,908,22.3,50.6,1.3486,10,54,21,114,114
9/6/2004,03.00.00,0.5,824,218.8118162,3.8,698,246.8967349,1107,113.0912508,1517,733,22,50.5,1.3199,6,103,106,91,106
9/6/2004,04.00.00,0.5,817,218.8118162,3.3,672,31,1113,51,1501,751,20.8,54.4,1.3229,6,48,16,84,84
9/6/2004,05.00.00,0.5,833,218.8118162,4,708,54,1084,58,1525,799,20.3,56,1.3204,6,55,27,94,94
9/6/2004,06.00.00,1,935,218.8118162,8.1,905,88,899,69,1675,954,20.5,54.8,1.3073,11,67,44,137,137
9/6/2004,07.00.00,3.5,1297,218.8118162,22.3,1359,261,630,107,2214,1425,21.7,50.6,1.2981,40,102,107,,107
9/6/2004,08.00.00,6.4,1496,218.8118162,36.9,1705,357,507,151,2691,2147,23.4,46.1,1.3091,70,110,116,,116
9/6/2004,09.00.00,2.9,1201,218.8118162,17.5,1224,265,701,146,1987,1532,25.1,43,1.3488,33,110,107,,110
9/6/2004,10.00.00,3.4,1267,218.8118162,19.3,1276,247,676,165,2059,1570,30.1,32.8,1.3795,39,113,106,,113
9/6/2004,11.00.00,2.8,1224,218.8118162,17.6,1228,189,711,159,1972,1380,34.7,25.9,1.4069,32,112,95,,112
9/6/2004,12.00.00,2.8,1247,218.8118162,18.6,1257,168,701,174,2000,1337,37.2,23.2,1.4478,32,115,84,,115
9/6/2004,13.00.00,2.8,1183,218.8118162,18,1241,183,721,167,1937,1308,39.5,18.3,1.2917,32,113,92,,113
9/6/2004,14.00.00,2.3,1078,218.8118162,14,1116,157,815,137,1761,1013,40.6,15.3,1.1485,26,108,79,,108
9/6/2004,15.00.00,1.8,1076,218.8118162,10.9,1012,113,894,116,1665,816,40.3,16.1,1.1896,20,104,57,,104
9/6/2004,16.00.00,2,1052,218.8118162,11.1,1019,140,896,125,1610,836,40.3,14.2,1.0494,23,106,70,,106
9/6/2004,17.00.00,3.5,1287,218.8118162,21.6,1340,230,699,194,2008,1267,39.6,16.7,1.1867,40,119,104,,119
9/6/2004,18.00.00,4.9,1460,218.8118162,27.6,1493,277,586,222,2288,1649,37.3,23.4,1.4672,55,124,108,,124
9/6/2004,19.00.00,4.6,1357,218.8118162,25.6,1445,295,620,206,2195,1622,33.7,27.7,1.4213,52,121,110,,121
9/6/2004,20.00.00,3.4,1234,218.8118162,18.6,1257,212,695,162,2019,1349,30.7,32.2,1.3983,39,113,102,,113
9/6/2004,21.00.00,2.7,1151,218.8118162,15.2,1154,151,747,132,1894,1186,28.4,35.7,1.3549,31,107,76,,107
9/6/2004,22.00.00,1.9,1065,218.8118162,11.7,1038,110,805,107,1763,1026,26.5,38.6,1.3154,22,102,55,,102
9/6/2004,23.00.00,1.5,984,218.8118162,8.7,929,83,917,84,1654,817,25.4,40.1,1.2822,17,83,42,143,143
10/6/2004,00.00.00,1,938,218.8118162,7.6,881,48,956,61,1607,662,24.1,43.3,1.2839,11,58,24,132,132
10/6/2004,01.00.00,0.7,878,218.8118162,5.2,774,27,1065,42,1527,552,23.9,45.6,1.3328,8,40,14,108,108
10/6/2004,02.00.00,1,919,218.8118162,5.9,807,48,967,66,1598,775,22,52.8,1.3752,11,64,24,115,115
10/6/2004,03.00.00,0.6,836,218.8118162,4,709,246.8967349,1085,113.0912508,1498,646,20.7,56.1,1.3565,7,103,106,94,106
10/6/2004,04.00.00,2.152749544,814,218.8118162,3.3,673,33,1138,50,1488,647,20.1,57.3,1.3352,24,47,16,84,84
10/6/2004,05.00.00,0.9,872,218.8118162,5.4,782,75,1001,76,1607,874,19.5,59.4,1.3328,10,74,38,110,110
10/6/2004,06.00.00,1.2,949,218.8118162,8.7,929,101,887,78,1711,973,20,56.6,1.3095,14,77,51,143,143
10/6/2004,07.00.00,2.9,1227,218.8118162,19.9,1292,214,661,104,2087,1327,21.7,53.9,1.3848,33,102,102,,102
10/6/2004,08.00.00,4.8,1360,218.8118162,30.4,1561,290,545,139,2525,1626,23.7,49,1.4152,54,108,110,,110
10/6/2004,09.00.00,4.3,1318,218.8118162,24.6,1420,311,586,166,2316,1640,25.9,44.3,1.4544,49,113,112,,113
10/6/2004,10.00.00,3.1,1196,218.8118162,16.9,1208,234,705,151,1981,1341,30.1,34.3,1.4414,35,110,104,,110
10/6/2004,11.00.00,2.4,1152,218.8118162,13.6,1102,157,770,134,1868,1113,33.5,27.2,1.3859,27,107,79,,107
10/6/2004,12.00.00,2.8,1220,218.8118162,15.3,1157,165,715,148,1935,1224,35.4,26.1,1.4806,32,110,83,,110
10/6/2004,13.00.00,2.5,1182,218.8118162,14.1,1120,137,735,126,1893,1095,37.9,23.2,1.502,28,106,69,,106
10/6/2004,14.00.00,2.6,1167,218.8118162,17,1210,149,719,144,1944,1152,39.7,18.7,1.3306,30,109,75,,109
10/6/2004,15.00.00,2.3,1142,218.8118162,13.8,1109,140,782,133,1789,1047,40.4,17.2,1.2774,26,107,70,,107
10/6/2004,16.00.00,2.4,1157,218.8118162,13.6,1105,139,779,139,1792,982,40,18.8,1.363,27,108,70,,108
10/6/2004,17.00.00,3.5,1274,218.8118162,21.2,1329,221,670,178,2054,1320,38.9,18.8,1.29,40,116,103,,116
10/6/2004,18.00.00,4.8,1372,218.8118162,25.9,1451,318,631,206,2183,1541,35.8,22.1,1.2792,54,121,112,,121
10/6/2004,19.00.00,5.1,1373,218.8118162,25.4,1440,363,635,211,2183,1510,33.1,25.9,1.2923,57,122,117,,122
10/6/2004,20.00.00,4.7,1290,218.8118162,23.6,1393,341,655,180,2146,1511,30.9,28.2,1.2388,53,116,115,,116
10/6/2004,21.00.00,2.4,1056,218.8118162,12,1051,163,826,116,1758,1078,27.5,32.6,1.176,27,104,82,,104
10/6/2004,22.00.00,2.5,1116,218.8118162,14.2,1123,157,768,118,1826,1235,26.3,34.3,1.1605,28,104,79,,104
10/6/2004,23.00.00,2.7,1106,218.8118162,14.2,1122,202,783,115,1813,1202,25.5,34.1,1.0968,31,104,101,,104
11/6/2004,00.00.00,1.5,1018,218.8118162,10.4,992,102,839,96,1710,1103,24.7,39.3,1.2065,17,96,51,,96
11/6/2004,01.00.00,1.1,919,218.8118162,7.5,880,70,915,86,1628,1013,24.2,39.5,1.1764,12,85,35,131,131
11/6/2004,02.00.00,0.6,807,218.8118162,3.5,681,41,1092,65,1435,765,24.8,37.8,1.1639,7,63,20,87,87
11/6/2004,03.00.00,0.5,787,218.8118162,2.5,620,246.8967349,1176,113.0912508,1403,618,22.7,43.8,1.1952,6,103,106,73,106
11/6/2004,04.00.00,0.4,789,218.8118162,2.6,623,36,1146,53,1407,663,22,44.3,1.1553,5,50,18,74,74
11/6/2004,05.00.00,0.6,825,218.8118162,4,709,68,1050,74,1491,813,19.3,51.4,1.1364,7,72,34,94,94
11/6/2004,06.00.00,1,912,218.8118162,7,858,92,923,69,1608,894,19.8,50.4,1.1525,11,67,46,126,126
11/6/2004,07.00.00,4.6,1339,218.8118162,24.8,1425,332,595,131,2264,1495,20.5,48.2,1.1474,52,107,114,,114
11/6/2004,08.00.00,4.8,1355,218.8118162,28.9,1526,333,567,134,2397,1658,22.8,42.7,1.1667,54,107,114,,114
11/6/2004,09.00.00,4,1250,218.8118162,21.5,1336,298,632,148,2104,1506,25.6,35.8,1.1548,45,110,111,,111
11/6/2004,10.00.00,2.152749544,1105,218.8118162,12.9,1079,246.8967349,788,113.0912508,1774,1168,30,27.5,1.1509,24,103,106,,106
11/6/2004,11.00.00,2,1076,218.8118162,12.2,1055,146,817,113.0912508,1734,993,34.4,21,1.1248,23,103,73,,103
11/6/2004,12.00.00,2,1096,218.8118162,13.1,1087,120,801,111,1759,910,35.9,19.6,1.1422,23,103,60,,103
